Time,CPU Util (%),GPU Util (%),GPU Mem Util (%),GPU Mem Used (MB),GPU Mem Total (MB)
132,9.799999999999999,99,10,6110.7265625,6144.0
135,10.625,99,10,6110.7265625,6144.0
138,10.458333333333334,99,9,6110.7265625,6144.0
141,10.066666666666666,99,9,6110.7265625,6144.0
144,10.325000000000001,99,9,6110.7265625,6144.0
147,10.933333333333332,99,9,6110.7265625,6144.0
150,10.625,99,9,6110.7265625,6144.0
153,9.15,100,2,6110.7265625,6144.0
156,8.333333333333334,100,1,6110.7265625,6144.0
159,8.375,100,1,6110.7265625,6144.0
162,8.333333333333334,100,1,6110.7265625,6144.0
165,8.333333333333334,100,1,6110.7265625,6144.0
168,8.333333333333334,100,1,6110.7265625,6144.0
171,8.333333333333334,100,1,6110.7265625,6144.0
174,8.333333333333334,100,1,6110.7265625,6144.0
177,8.333333333333334,100,1,6110.7265625,6144.0
180,8.333333333333334,100,1,6110.7265625,6144.0
183,8.333333333333334,100,1,6110.7265625,6144.0
186,8.333333333333334,100,1,6110.7265625,6144.0
189,8.375,100,1,6110.7265625,6144.0
192,8.333333333333334,100,1,6110.7265625,6144.0
195,8.333333333333334,100,1,6110.7265625,6144.0
198,8.325000000000001,100,1,6110.7265625,6144.0
201,8.333333333333334,100,1,6110.7265625,6144.0
204,8.333333333333334,100,1,6110.7265625,6144.0
207,10.975,99,7,6110.7265625,6144.0
210,12.016666666666666,99,7,6110.7265625,6144.0
213,10.241666666666667,99,8,6110.7265625,6144.0
216,9.633333333333333,99,10,6110.7265625,6144.0
219,9.15,99,7,6110.7265625,6144.0
222,11.758333333333333,99,7,6110.7265625,6144.0
225,13.666666666666666,99,8,6110.7265625,6144.0
228,11.233333333333334,99,7,6110.7265625,6144.0
231,10.491666666666667,99,7,6110.7265625,6144.0
234,9.066666666666666,99,7,6110.7265625,6144.0
237,11.716666666666667,99,8,6110.7265625,6144.0
240,11.841666666666667,99,7,6110.7265625,6144.0
243,11.933333333333332,99,7,6110.7265625,6144.0
246,8.333333333333334,99,7,6110.7265625,6144.0
249,9.15,99,6,6110.7265625,6144.0
252,10.108333333333333,99,7,6110.7265625,6144.0
255,11.058333333333332,99,7,6110.7265625,6144.0
258,11.275,99,6,6110.7265625,6144.0
261,12.625,99,6,6110.7265625,6144.0
264,9.416666666666666,99,7,6110.7265625,6144.0
267,11.841666666666667,99,7,6110.7265625,6144.0
270,11.883333333333333,99,7,6110.7265625,6144.0
273,11.583333333333334,99,7,6110.7265625,6144.0
276,12.625,99,7,6110.7265625,6144.0
279,13.233333333333334,99,7,6110.7265625,6144.0
282,12.625,99,7,6110.7265625,6144.0
285,14.1,99,8,6110.7265625,6144.0
288,11.15,99,7,6110.7265625,6144.0
291,9.416666666666666,99,8,6110.7265625,6144.0
294,11.5,99,8,6110.7265625,6144.0
297,11.325000000000001,99,7,6110.7265625,6144.0
300,12.841666666666667,99,10,6110.7265625,6144.0
303,10.583333333333334,99,9,6110.7265625,6144.0
306,10.408333333333333,99,9,6110.7265625,6144.0
309,10.799999999999999,99,9,6110.7265625,6144.0
312,12.1,99,9,6110.7265625,6144.0
315,12.533333333333333,99,7,6110.7265625,6144.0
318,12.491666666666667,99,9,6110.7265625,6144.0
321,11.666666666666666,99,8,6110.7265625,6144.0
324,12.708333333333334,99,9,6110.7265625,6144.0
327,11.883333333333333,99,8,6110.7265625,6144.0
330,11.450000000000001,99,8,6110.7265625,6144.0
333,8.975,99,7,6110.7265625,6144.0
336,11.625,99,7,6110.7265625,6144.0
339,10.625,99,7,6110.7265625,6144.0
342,12.625,99,7,6110.7265625,6144.0
345,12.058333333333332,99,6,6110.7265625,6144.0
348,12.1,99,6,6110.7265625,6144.0
351,10.758333333333333,99,7,6110.7265625,6144.0
354,10.975,99,7,6110.7265625,6144.0
357,12.408333333333333,99,8,6110.7265625,6144.0
360,10.241666666666667,99,8,6110.7265625,6144.0
363,11.191666666666668,99,6,6110.7265625,6144.0
366,10.491666666666667,99,7,6110.7265625,6144.0
369,13.358333333333334,99,6,6110.7265625,6144.0
372,12.491666666666667,99,7,6110.7265625,6144.0
375,11.708333333333334,99,6,6110.7265625,6144.0
378,11.75,99,7,6110.7265625,6144.0
381,12.666666666666666,99,7,6110.7265625,6144.0
384,12.358333333333334,99,7,6110.7265625,6144.0
387,11.625,99,7,6110.7265625,6144.0
390,12.233333333333334,99,7,6110.7265625,6144.0
393,11.625,99,6,6110.7265625,6144.0
396,11.758333333333333,99,6,6110.7265625,6144.0
399,11.275,99,6,6110.7265625,6144.0
402,12.708333333333334,99,6,6110.7265625,6144.0
405,13.408333333333333,99,6,6110.7265625,6144.0
408,12.666666666666666,99,5,6110.7265625,6144.0
411,12.058333333333332,99,5,6110.7265625,6144.0
414,12.666666666666666,99,5,6110.7265625,6144.0
417,12.924999999999999,99,5,6110.7265625,6144.0
420,12.924999999999999,99,6,6110.7265625,6144.0
423,12.366666666666667,99,6,6110.7265625,6144.0
426,12.016666666666666,99,5,6110.7265625,6144.0
429,13.966666666666667,99,5,6110.7265625,6144.0
432,13.191666666666668,99,5,6110.7265625,6144.0
435,13.058333333333332,99,5,6110.7265625,6144.0
438,12.1,99,5,6110.7265625,6144.0
441,12.975,99,6,6110.7265625,6144.0
444,11.625,99,6,6110.7265625,6144.0
447,12.191666666666668,99,5,6110.7265625,6144.0
450,10.975,99,5,6110.7265625,6144.0
453,14.008333333333333,99,5,6110.7265625,6144.0
456,14.358333333333334,99,5,6110.7265625,6144.0
459,13.016666666666666,99,6,6110.7265625,6144.0
462,12.183333333333332,99,6,6110.7265625,6144.0
465,12.924999999999999,99,5,6110.7265625,6144.0
468,12.141666666666666,99,5,6110.7265625,6144.0
471,12.975,99,5,6110.7265625,6144.0
474,11.016666666666666,99,5,6110.7265625,6144.0
477,12.4,99,6,6110.7265625,6144.0
480,12.533333333333333,99,7,6110.7265625,6144.0
483,13.266666666666666,99,6,6110.7265625,6144.0
486,13.016666666666666,99,7,6110.7265625,6144.0
489,12.533333333333333,99,6,6110.7265625,6144.0
492,11.75,99,6,6110.7265625,6144.0
495,12.408333333333333,99,7,6110.7265625,6144.0
498,12.450000000000001,99,6,6110.7265625,6144.0
501,12.450000000000001,99,6,6110.7265625,6144.0
504,12.275,99,6,6110.7265625,6144.0
507,11.883333333333333,99,7,6110.7265625,6144.0
510,12.15,99,5,6110.7265625,6144.0
513,13.966666666666667,99,5,6110.7265625,6144.0
516,10.975,99,5,6110.7265625,6144.0
519,8.333333333333334,100,1,6110.7265625,6144.0
522,8.333333333333334,100,1,6110.7265625,6144.0
525,8.333333333333334,100,1,6110.7265625,6144.0
528,8.333333333333334,100,1,6110.7265625,6144.0
531,8.333333333333334,100,1,6110.7265625,6144.0
534,8.333333333333334,100,1,6110.7265625,6144.0
537,8.333333333333334,100,1,6110.7265625,6144.0
540,8.333333333333334,100,1,6110.7265625,6144.0
543,8.375,100,1,6110.7265625,6144.0
546,8.333333333333334,100,1,6110.7265625,6144.0
549,8.333333333333334,100,1,6110.7265625,6144.0
552,8.283333333333333,100,1,6110.7265625,6144.0
555,8.325000000000001,100,1,6110.7265625,6144.0
558,8.333333333333334,100,1,6110.7265625,6144.0
561,8.333333333333334,100,1,6110.7265625,6144.0
564,8.333333333333334,100,1,6110.7265625,6144.0
567,8.333333333333334,100,1,6110.7265625,6144.0
570,8.333333333333334,100,1,6110.7265625,6144.0
573,8.375,100,1,6110.7265625,6144.0
576,8.333333333333334,100,1,6110.7265625,6144.0
579,8.333333333333334,100,1,6110.7265625,6144.0
582,8.333333333333334,100,1,6110.7265625,6144.0
585,8.241666666666667,100,1,6110.7265625,6144.0
588,8.333333333333334,100,1,6110.7265625,6144.0
591,8.333333333333334,100,1,6110.7265625,6144.0
594,8.333333333333334,100,1,6110.7265625,6144.0
597,8.333333333333334,100,1,6110.7265625,6144.0
600,8.333333333333334,100,1,6110.7265625,6144.0
603,8.325000000000001,100,1,6110.7265625,6144.0
606,8.325000000000001,100,1,6110.7265625,6144.0
609,8.933333333333334,100,1,6110.7265625,6144.0
612,16.658333333333335,100,1,6110.7265625,6144.0
615,16.658333333333335,100,1,6110.7265625,6144.0
618,16.008333333333333,100,1,6110.7265625,6144.0
621,12.75,99,6,6110.7265625,6144.0
624,14.225,99,5,6110.7265625,6144.0
627,12.883333333333333,99,6,6110.7265625,6144.0
630,14.433333333333332,99,6,6110.7265625,6144.0
633,13.225,99,6,6110.7265625,6144.0
636,12.966666666666667,99,6,6110.7265625,6144.0
639,10.891666666666666,100,5,6110.7265625,6144.0
642,13.275,99,6,6110.7265625,6144.0
645,12.975,99,5,6110.7265625,6144.0
648,12.491666666666667,99,5,6110.7265625,6144.0
651,13.275,99,6,6110.7265625,6144.0
654,11.233333333333334,99,7,6110.7265625,6144.0
657,12.533333333333333,99,5,6110.7265625,6144.0
660,12.708333333333334,99,6,6110.7265625,6144.0
663,13.1,99,6,6110.7265625,6144.0
666,13.266666666666666,100,5,6110.7265625,6144.0
669,11.016666666666666,99,5,6110.7265625,6144.0
672,10.325000000000001,99,6,6110.7265625,6144.0
675,11.058333333333332,99,6,6110.7265625,6144.0
678,10.975,99,5,6110.7265625,6144.0
681,12.799999999999999,99,6,6110.7265625,6144.0
684,13.533333333333333,99,6,6110.7265625,6144.0
687,14.575000000000001,99,6,6110.7265625,6144.0
690,14.4,99,5,6110.7265625,6144.0
693,12.883333333333333,99,4,6110.7265625,6144.0
696,13.708333333333334,99,5,6110.7265625,6144.0
699,11.883333333333333,100,5,6110.7265625,6144.0
702,14.058333333333332,100,5,6110.7265625,6144.0
705,13.4,100,4,6110.7265625,6144.0
708,13.233333333333334,99,4,6110.7265625,6144.0
711,14.266666666666666,100,4,6110.7265625,6144.0
714,12.141666666666666,99,5,6110.7265625,6144.0
717,15.316666666666668,100,4,6110.7265625,6144.0
720,14.316666666666668,100,4,6110.7265625,6144.0
723,14.183333333333332,100,4,6110.7265625,6144.0
726,10.883333333333333,99,4,6110.7265625,6144.0
729,14.183333333333332,100,4,6110.7265625,6144.0
732,13.533333333333333,100,4,6110.7265625,6144.0
735,12.533333333333333,99,4,6110.7265625,6144.0
738,12.058333333333332,100,4,6110.7265625,6144.0
741,13.708333333333334,100,4,6110.7265625,6144.0
744,12.75,99,4,6110.7265625,6144.0
747,15.441666666666668,100,4,6110.7265625,6144.0
750,14.008333333333333,100,4,6110.7265625,6144.0
753,13.483333333333334,100,4,6110.7265625,6144.0
756,13.75,99,4,6110.7265625,6144.0
759,14.883333333333333,99,5,6110.7265625,6144.0
762,14.225,100,4,6110.7265625,6144.0
765,13.141666666666666,100,4,6110.7265625,6144.0
768,12.841666666666667,99,5,6110.7265625,6144.0
771,13.483333333333334,100,4,6110.7265625,6144.0
774,11.058333333333332,99,5,6110.7265625,6144.0
777,10.716666666666667,99,5,6110.7265625,6144.0
780,14.141666666666666,100,4,6110.7265625,6144.0
783,14.058333333333332,100,4,6110.7265625,6144.0
786,15.1,100,4,6110.7265625,6144.0
789,14.358333333333334,100,4,6110.7265625,6144.0
792,12.975,100,4,6110.7265625,6144.0
795,12.966666666666667,99,4,6110.7265625,6144.0
798,14.924999999999999,100,4,6110.7265625,6144.0
801,13.791666666666666,100,5,6110.7265625,6144.0
804,13.008333333333333,99,4,6110.7265625,6144.0
807,13.875,100,5,6110.7265625,6144.0
810,12.4,99,4,6110.7265625,6144.0
813,13.708333333333334,100,5,6110.7265625,6144.0
816,13.533333333333333,100,4,6110.7265625,6144.0
819,11.058333333333332,100,4,6110.7265625,6144.0
822,14.008333333333333,100,4,6110.7265625,6144.0
825,14.483333333333334,100,4,6110.7265625,6144.0
828,14.4,100,4,6110.7265625,6144.0
831,13.841666666666667,100,4,6110.7265625,6144.0
834,13.491666666666667,99,4,6110.7265625,6144.0
837,13.141666666666666,100,4,6110.7265625,6144.0
840,14.575000000000001,100,4,6110.7265625,6144.0
843,14.266666666666666,100,4,6110.7265625,6144.0
846,10.5,100,4,6110.7265625,6144.0
849,15.358333333333334,100,4,6110.7265625,6144.0
852,15.049999999999999,100,4,6110.7265625,6144.0
855,12.408333333333333,100,4,6110.7265625,6144.0
858,13.833333333333334,100,5,6110.7265625,6144.0
861,10.975,99,5,6110.7265625,6144.0
864,14.966666666666667,99,5,6110.7265625,6144.0
867,13.016666666666666,100,4,6110.7265625,6144.0
870,14.883333333333333,100,4,6110.7265625,6144.0
873,12.924999999999999,99,4,6110.7265625,6144.0
876,9.891666666666667,99,4,6110.7265625,6144.0
879,11.191666666666668,99,4,6110.7265625,6144.0
882,12.191666666666668,99,4,6110.7265625,6144.0
885,12.924999999999999,99,4,6110.7265625,6144.0
888,13.191666666666668,100,4,6110.7265625,6144.0
891,13.141666666666666,99,4,6110.7265625,6144.0
894,12.975,100,4,6110.7265625,6144.0
897,15.266666666666666,100,4,6110.7265625,6144.0
900,11.708333333333334,100,4,6110.7265625,6144.0
903,14.791666666666666,100,4,6110.7265625,6144.0
906,15.183333333333332,100,4,6110.7265625,6144.0
909,13.575000000000001,100,4,6110.7265625,6144.0
912,8.983333333333333,99,4,6110.7265625,6144.0
915,14.791666666666666,100,3,6110.7265625,6144.0
918,14.008333333333333,100,4,6110.7265625,6144.0
921,14.008333333333333,100,4,6110.7265625,6144.0
924,13.533333333333333,100,4,6110.7265625,6144.0
927,13.450000000000001,100,4,6110.7265625,6144.0
930,15.1,100,4,6110.7265625,6144.0
933,12.450000000000001,100,4,6110.7265625,6144.0
936,15.225,100,3,6110.7265625,6144.0
939,15.483333333333334,100,4,6110.7265625,6144.0
942,11.933333333333332,99,4,6110.7265625,6144.0
945,13.924999999999999,100,4,6110.7265625,6144.0
948,15.358333333333334,100,4,6110.7265625,6144.0
951,14.791666666666666,100,4,6110.7265625,6144.0
954,14.4,100,4,6110.7265625,6144.0
957,15.141666666666666,100,4,6110.7265625,6144.0
960,11.666666666666666,99,4,6110.7265625,6144.0
963,14.575000000000001,99,4,6110.7265625,6144.0
966,14.575000000000001,100,3,6110.7265625,6144.0
969,14.183333333333332,100,4,6110.7265625,6144.0
972,14.791666666666666,100,4,6110.7265625,6144.0
975,14.575000000000001,100,5,6110.7265625,6144.0
978,13.441666666666668,100,5,6110.7265625,6144.0
981,12.583333333333334,99,5,6110.7265625,6144.0
984,14.358333333333334,100,5,6110.7265625,6144.0
987,15.266666666666666,100,4,6110.7265625,6144.0
990,11.450000000000001,99,4,6110.7265625,6144.0
993,14.533333333333333,100,4,6110.7265625,6144.0
996,12.533333333333333,99,4,6110.7265625,6144.0
999,13.708333333333334,100,4,6110.7265625,6144.0
1002,11.716666666666667,100,4,6110.7265625,6144.0
1005,12.233333333333334,100,4,6110.7265625,6144.0
1008,13.883333333333333,100,4,6110.7265625,6144.0
1011,9.975,100,4,6110.7265625,6144.0
1014,13.408333333333333,100,4,6110.7265625,6144.0
1017,14.658333333333333,100,4,6110.7265625,6144.0
1020,14.533333333333333,100,4,6110.7265625,6144.0
1023,13.708333333333334,100,4,6110.7265625,6144.0
1026,14.008333333333333,99,4,6110.7265625,6144.0
1029,13.533333333333333,100,4,6110.7265625,6144.0
1032,14.008333333333333,100,4,6110.7265625,6144.0
1035,13.883333333333333,100,4,6110.7265625,6144.0
1038,12.791666666666666,100,3,6110.7265625,6144.0
1041,13.533333333333333,99,4,6110.7265625,6144.0
1044,13.791666666666666,100,3,6110.7265625,6144.0
1047,13.791666666666666,100,4,6110.7265625,6144.0
1050,12.841666666666667,100,3,6110.7265625,6144.0
1053,0.43333333333333335,0,9,6110.7265625,6144.0
1056,0.0,1,19,6110.7265625,6144.0
1059,0.0,0,19,6110.7265625,6144.0
